[2025-07-27 00:14:56] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:13] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:14] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:15] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:16] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:17] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:39:18] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
