timestamp,strategy,base_score,adjusted_score,sentiment,regime,signal,reason
2025-06-27 11:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 11:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 11:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 11:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 11:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 11:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 12:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 13:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 14:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 15:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:22:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-27 16:27:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-27 16:32:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-27 16:37:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-27 16:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 16:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 17:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 18:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 19:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 20:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 21:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 22:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-27 23:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 00:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 00:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 00:12:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:17:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:22:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:27:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:32:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:37:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:42:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:47:28,RuleStrategyA,0,0.0,0.10000000149011612,bull,HOLD,Emergency fallback
2025-06-28 00:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 00:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 01:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 02:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 03:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 04:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:12:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:17:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:22:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:27:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:32:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:37:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:42:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:47:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:52:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 05:57:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 06:02:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
2025-06-28 06:07:28,RuleStrategyA,0,0.0,0.10000000149011612,neutral,HOLD,Emergency fallback
